a,b,c,d,e,f,g,h,i,j,k
33.6397,8.0044,8.0063,31.736,0.9918,0.0004,4.8359,0.0302,0.0027,0,0
33.6368,8.0034,8.0054,31.777,0.9924,0.0003,4.8415,0.0311,0.0038,0,0
33.6349,8.0021,8.004,31.856,0.9929,0.0002,4.8392,0.0307,0.0037,0,0
33.6323,8.0007,8.0026,31.959,0.9944,0,4.8399,0.0275,0.0039,0.0004,0
33.6338,7.9992,8.0012,32.067,0.9954,0.0001,4.8527,0.0268,0.0026,0,0
33.6359,7.9982,8.0002,32.139,0.9967,0.0002,4.8457,0.0269,0.0033,0.0002,0
33.6392,7.998,7.9999,32.187,0.9994,0.0002,4.8498,0.0303,0.0023,0,0
33.638,7.9985,8.0004,32.168,0.9999,0.0002,4.8442,0.0293,0.0026,0.0009,0
33.6358,7.9992,8.0011,32.074,1.0029,0,4.8505,0.0298,0.0029,0.0014,0
33.635,7.9994,8.0013,31.91,1.0037,0.0005,4.8557,0.03,0.0031,0,0
33.6344,7.9995,8.0015,31.668,1.006,0.0002,4.8528,0.0297,0.0033,0,0
33.6353,7.9993,8.0012,31.37,1.0087,0,4.8518,0.0304,0.0035,0,0
33.6354,7.9995,8.0014,31.05,1.0108,0.0008,4.8589,0.0298,0.0027,0.0005,0
33.6347,7.9995,8.0015,30.716,1.0129,0.0006,4.8629,0.034,0.0034,0,0
33.6328,7.9995,8.0014,30.393,1.0162,0.0002,4.8685,0.034,0.0029,0,0
33.6317,7.9992,8.0011,30.091,1.0181,0.0001,4.8708,0.0346,0.0027,0,0
33.6306,7.9986,8.0005,29.835,1.0198,0.0004,4.8727,0.0311,0.0033,0,0
33.6294,7.998,7.9999,29.641,1.0217,0.0002,4.8711,0.0307,0.0031,0,0
33.628,7.9971,7.999,29.501,1.0225,0,4.8697,0.0314,0.0026,0,0
33.6287,7.9961,7.9981,29.416,1.0262,0,4.8709,0.0316,0.0028,0.0007,0
33.628,7.9952,7.9971,29.37,1.0268,0,4.8749,0.0278,0.0029,0.0007,0
33.6286,7.9945,7.9965,29.372,1.0284,0.0002,4.8784,0.0268,0.0034,0.0008,0
33.6291,7.9941,7.996,29.407,1.0306,0,4.871,0.0269,0.0037,0.0006,0
33.6283,7.9939,7.9958,29.452,1.032,0.0001,4.8691,0.0259,0.0029,0,0
33.6273,7.9937,7.9956,29.498,1.0339,0.0002,4.8738,0.0263,0.0031,0.0005,0
33.6274,7.9935,7.9954,29.533,1.0352,0.0006,4.8784,0.0262,0.0023,0.0006,0
33.6289,7.9932,7.9952,29.542,1.0365,0,4.877,0.0259,0.0039,0.0003,0
33.6295,7.9936,7.9955,29.516,1.0393,0.0004,4.8802,0.0265,0.0031,0.0005,0
33.6293,7.9941,7.996,29.448,1.0399,0.0002,4.8791,0.0261,0.0027,0.0009,0
33.6289,7.9946,7.9965,29.343,1.0414,0,4.8766,0.0262,0.0035,0,0
33.6284,7.9949,7.9968,29.198,1.0433,0,4.8809,0.0273,0.0034,0,0
33.6281,7.9951,7.997,29.034,1.0456,0.0003,4.8788,0.0262,0.0023,0.0003,0
33.6276,7.9952,7.9971,28.857,1.0469,0.0002,4.8805,0.0271,0.0031,0.0002,0
33.6276,7.9952,7.9971,28.673,1.0467,0.0006,4.8775,0.0273,0.0027,0,0
33.6278,7.9953,7.9973,28.503,1.0476,0,4.8795,0.0267,0.0034,0,0
33.6277,7.9954,7.9973,28.346,1.0494,0.0001,4.8806,0.0272,0.0027,0,0
33.6275,7.9956,7.9975,28.193,1.0497,0,4.8802,0.0275,0.0026,0.0008,0
33.6274,7.9957,7.9976,28.046,1.0495,0.0002,4.8775,0.0259,0.0031,0.0002,0
33.6269,7.9958,7.9977,27.896,1.0513,0,4.8784,0.0261,0.0031,0.0003,0
33.6262,7.9957,7.9976,27.752,1.0519,0,4.8757,0.0265,0.0033,0.0005,0
33.6255,7.9955,7.9975,27.596,1.054,0.0004,4.8766,0.0285,0.0023,0,0
33.6243,7.9955,7.9974,27.432,1.0537,0.0004,4.8799,0.0278,0.0029,0.0002,0
33.6227,7.9955,7.9974,27.277,1.0548,0.0004,4.8853,0.0283,0.0022,0,0
33.6206,7.9955,7.9975,27.105,1.0549,0.0004,4.8819,0.0265,0.0028,0.0006,0
33.62,7.9955,7.9975,26.943,1.0562,0.0001,4.891,0.027,0.0029,0,0
33.6172,7.996,7.9979,26.779,1.0562,0.0002,4.8956,0.0255,0.0029,0.0005,0
33.6134,7.9965,7.9984,26.631,1.0567,0,4.8871,0.0262,0.0024,0,0
33.6106,7.997,7.9989,26.493,1.0575,0.0006,4.8952,0.0272,0.0037,0.0005,0
33.6087,7.9976,7.9996,26.369,1.0576,0,4.9024,0.0266,0.0033,0.0003,0
33.6017,7.9981,8,26.277,1.0585,0.0001,4.9039,0.0265,0.0031,0.0002,0
33.5914,7.9989,8.0008,26.199,1.0594,0.0005,4.8998,0.0278,0.0029,0.0006,0
33.5807,8.0003,8.0023,26.129,1.0603,0.0004,4.9061,0.0278,0.0035,0.0001,0
33.5757,8.0022,8.0041,26.08,1.0607,0.0008,4.8986,0.0278,0.0031,0.0005,0
33.566,8.0038,8.0057,26.052,1.0613,0.0003,4.9015,0.0269,0.0035,0.0009,0
33.5585,8.0046,8.0065,26.031,1.0616,0.0001,4.9015,0.0268,0.0029,0.0008,0
33.5517,8.0049,8.0068,26,1.0622,0.0002,4.9072,0.0267,0.0027,0.0003,0
33.5436,8.0053,8.0073,25.976,1.0633,0.0001,4.9069,0.0266,0.0032,0.0001,0
33.541,8.0061,8.008,25.945,1.0654,0.0001,4.9068,0.0268,0.0027,0,0
33.5351,8.0073,8.0092,25.904,1.0658,0,4.9011,0.0253,0.0025,0,0
33.5311,8.0092,8.0111,25.834,1.0666,0.0001,4.8946,0.0262,0.0029,0.0007,0
33.5291,8.0111,8.013,25.74,1.0687,0.0001,4.8956,0.0269,0.0018,0,0
33.5273,8.0129,8.0148,25.627,1.0701,0.0002,4.8914,0.0268,0.0026,0.0001,0
33.5238,8.0142,8.0162,25.471,1.0731,0.0002,4.8886,0.0272,0.0034,0.0002,0
33.5218,8.016,8.018,25.294,1.0752,0.0001,4.8798,0.0272,0.003,0.001,0
33.5198,8.0189,8.0209,25.082,1.0779,0.0005,4.8704,0.0269,0.0029,0,0
33.5187,8.0234,8.0254,24.85,1.0799,0.0008,4.8506,0.0273,0.0039,0.0002,0
33.5202,8.0299,8.0319,24.619,1.0822,0.0002,4.8264,0.0272,0.0033,0,0
33.5239,8.038,8.04,24.398,1.0858,0.0006,4.8412,0.0362,0.0027,0,0
33.5299,8.0483,8.0502,24.192,1.0883,0.0001,4.8334,0.0353,0.0034,0.0007,0
33.5186,8.0617,8.0636,24.008,1.0912,0.0005,4.835,0.0359,0.002,0.0007,0
33.518,8.0717,8.0736,23.855,1.0945,0.0008,4.8485,0.0449,0.0029,0.0002,0
33.5061,8.0812,8.0831,23.739,1.0961,0,4.8634,0.0442,0.0033,0,0
33.4904,8.0905,8.0924,23.65,1.0996,0.0004,4.8666,0.0453,0.0033,0.0005,0
33.4873,8.0957,8.0976,23.586,1.1017,0,4.8727,0.0449,0.0034,0.0005,0
33.4697,8.0982,8.1002,23.532,1.1026,0.0002,4.881,0.0399,0.0037,0.0005,0
33.4575,8.0989,8.1009,23.501,1.1049,0,4.8833,0.0397,0.0028,0.0012,0
33.4485,8.1003,8.1023,23.47,1.1052,0.0004,4.8848,0.0397,0.0031,0.0004,0
33.4468,8.105,8.107,23.433,1.1053,0.0002,4.8847,0.033,0.0033,0,0
33.4411,8.1119,8.1139,23.383,1.1059,0.0005,4.8869,0.0332,0.0034,0,0
33.4345,8.1207,8.1227,23.311,1.1078,0.0002,4.8782,0.0333,0.0032,0.0003,0
33.4258,8.1301,8.132,23.226,1.1083,0,4.8763,0.0329,0.0036,0.0005,0
33.4152,8.143,8.1449,23.101,1.112,0.0004,4.8691,0.0312,0.0035,0,0
33.4073,8.1555,8.1575,22.964,1.1135,0.0004,4.8737,0.032,0.0025,0,0
33.3979,8.1698,8.1718,22.808,1.1171,0,4.874,0.0327,0.0033,0.0003,0
33.3926,8.1832,8.1852,22.642,1.1209,0.0002,4.861,0.0388,0.0028,0,0
33.3833,8.1983,8.2003,22.474,1.125,0.0003,4.8709,0.0388,0.0027,0.0007,0
33.3698,8.2127,8.2147,22.307,1.1283,0,4.8737,0.0381,0.0029,0,0
33.3596,8.2235,8.2255,22.143,1.1325,0,4.871,0.0385,0.0033,0.0003,0
33.3511,8.2313,8.2332,21.998,1.1359,0,4.8707,0.0379,0.0037,0.0002,0
33.3447,8.2382,8.2401,21.876,1.1386,0,4.8685,0.0383,0.0039,0.001,0
33.3389,8.2443,8.2462,21.766,1.1418,0.0008,4.8762,0.0377,0.0034,0.0003,0
33.3343,8.2492,8.2512,21.679,1.1434,0,4.8487,0.0397,0.0034,0,0
33.3321,8.2514,8.2534,21.606,1.1456,0.0002,4.8614,0.0399,0.004,0.0002,0
33.3308,8.2531,8.2551,21.554,1.1465,0,4.8502,0.0396,0.0034,0.0003,0
33.3305,8.2545,8.2564,21.512,1.1473,0,4.8497,0.0455,0.003,0.0003,0
33.3304,8.2563,8.2583,21.462,1.1463,0.0001,4.8495,0.0456,0.0023,0,0
33.33,8.2607,8.2627,21.411,1.1466,0.0004,4.8418,0.0455,0.0031,0.0002,0
33.3264,8.2671,8.2691,21.344,1.1467,0,4.8299,0.0462,0.0026,0,0
33.3294,8.2733,8.2752,21.241,1.1467,0.0001,4.8049,0.0461,0.0034,0.0003,0
33.3485,8.284,8.286,21.108,1.1464,0.0005,4.7879,0.0463,0.0034,0.0002,0
33.3497,8.3093,8.3113,20.939,1.1461,0.0002,4.7657,0.046,0.0035,0.0005,0
33.3597,8.3445,8.3465,20.749,1.1457,0,4.7554,0.0688,0.0047,0.0007,0
33.341,8.3936,8.3957,20.541,1.1459,0.0011,4.744,0.0692,0.0046,0.0003,0
33.3225,8.4449,8.4469,20.327,1.1446,0.0004,4.7263,0.0694,0.0042,0.0002,0
33.2995,8.4941,8.4961,20.115,1.145,0.0001,4.7302,0.1118,0.0052,0.0002,0
33.2769,8.5387,8.5408,19.93,1.1447,0,4.7044,0.1118,0.0051,0,0
33.2624,8.5782,8.5802,19.766,1.1447,0.0006,4.7042,0.1116,0.005,0,0
33.2648,8.615,8.617,19.645,1.146,0,4.7224,0.1644,0.0054,0,0
33.2804,8.6618,8.6639,19.567,1.1466,0,4.7068,0.1649,0.0056,0.0004,0
33.2878,8.7267,8.7288,19.528,1.1469,0.0006,4.7271,0.164,0.0039,0,0
33.3003,8.811,8.8132,19.526,1.1495,0,4.7181,0.1638,0.0037,0.0002,0
33.3195,8.9151,8.9173,19.549,1.1505,0.0001,4.7375,0.1247,0.003,0,0
33.4661,9.0414,9.0435,19.593,1.1543,0.0008,4.7372,0.1244,0.0043,0.0002,0
33.4904,9.2608,9.263,19.631,1.1582,0.0004,4.7313,0.1245,0.0034,0.0005,0
33.3643,9.5463,9.5486,19.652,1.1645,0,4.7412,0.0835,0.004,0,0
33.07,9.8062,9.8086,19.639,1.1704,0.0001,4.7449,0.0839,0.0043,0.0001,0
32.9008,9.9226,9.925,19.6,1.1768,0.0006,4.7813,0.0838,0.0042,0,0
32.9143,9.9399,9.9423,19.497,1.1862,0.0006,4.7608,0.0842,0.0043,0,0
33.0696,9.9512,9.9536,19.351,1.1952,0.0002,4.7603,0.0874,0.0043,0.0001,0
33.2423,10.0409,10.0433,19.169,1.2056,0.0004,4.7658,0.0875,0.0049,0,0
33.2648,10.2401,10.2426,18.964,1.2193,0.0001,4.751,0.0874,0.0053,0.0007,0
33.2822,10.4759,10.4784,18.752,1.2341,0.0006,4.7227,0.0656,0.0038,0.0003,0
33.0986,10.7176,10.7202,18.533,1.2495,0.0005,4.7076,0.0656,0.0052,0.0006,0
32.9115,10.9164,10.919,18.324,1.267,0.0001,4.6829,0.0656,0.005,0,0
32.7908,11.0464,11.049,18.128,1.2839,0.0004,4.6782,0.0755,0.0048,0.0001,0
32.7183,11.1172,11.1199,17.969,1.3024,0,4.6673,0.0761,0.004,0,0
32.5738,11.1654,11.1681,17.836,1.3213,0,4.6777,0.0759,0.0043,0.0001,0
32.3871,11.1984,11.2011,17.736,1.3405,0.0002,4.6773,0.0755,0.0066,0.0002,0
32.4368,11.2148,11.2175,17.67,1.3605,0.0004,4.6606,0.1147,0.004,0.0008,0
32.5751,11.2599,11.2626,17.627,1.3816,0.0006,4.6633,0.1155,0.0042,0,0
32.5298,11.4293,11.432,17.616,1.4021,0.0005,4.6605,0.1149,0.005,0,0
32.3788,11.6378,11.6406,17.618,1.4208,0,4.6618,0.1205,0.0047,0,0
32.2549,11.7902,11.793,17.625,1.4418,0,4.6745,0.1198,0.0051,0.0002,0
32.105,11.8862,11.889,17.626,1.4607,0.0001,4.6317,0.1199,0.0044,0,0
32.0052,11.9382,11.9411,17.606,1.4813,0.0004,4.6284,0.1196,0.006,0.0002,0
31.8678,11.9566,11.9595,17.559,1.5003,0.0002,4.6347,0.1218,0.006,0.0004,0
31.8144,11.9496,11.9525,17.465,1.5203,0.0001,4.6168,0.1231,0.0062,0.0002,0
31.7894,11.9507,11.9536,17.327,1.5415,0,4.6323,0.1224,0.005,0,0
31.7638,11.98,11.9829,17.156,1.5621,0.0005,4.6137,0.1176,0.0059,0.0005,0
31.7389,12.0104,12.0132,16.953,1.5827,0.0009,4.6217,0.118,0.006,0.0003,0
31.7241,12.0356,12.0385,16.72,1.6021,0.0001,4.6136,0.1182,0.0059,0.0001,0
31.7098,12.0568,12.0597,16.471,1.619,0,4.6188,0.1241,0.0061,0,0
31.6804,12.0731,12.076,16.228,1.6374,0.0004,4.6266,0.1242,0.0057,0.0003,0
31.6449,12.0819,12.0848,15.998,1.6518,0.0002,4.635,0.1232,0.0062,0.0005,0
31.6261,12.0799,12.0828,15.806,1.665,0.0001,4.6247,0.1233,0.0063,0.0005,0
31.6179,12.073,12.0759,15.653,1.6772,0.0001,4.6011,0.1222,0.0063,0.0008,0
31.5721,12.0647,12.0676,15.548,1.6893,0.0002,4.6262,0.1229,0.0059,0.0006,0
31.5507,12.0485,12.0514,15.497,1.6975,0,4.6016,0.1234,0.0063,0,0
31.5207,12.0259,12.0288,15.488,1.706,0.0004,4.6025,0.1186,0.0063,0,0
31.4913,11.9996,12.0025,15.51,1.7124,0,4.6112,0.1186,0.0085,0.0002,0
31.5048,11.9682,11.9711,15.547,1.7188,0.0004,4.6263,0.1181,0.0069,0,0
31.4711,11.943,11.9459,15.588,1.7244,0.0002,4.6219,0.1162,0.0065,0.0002,0
31.5001,11.9154,11.9183,15.624,1.7273,0.0008,4.5821,0.1164,0.0056,0.0001,0
31.5217,11.8975,11.9003,15.622,1.7308,0,4.6009,0.1165,0.0056,0,0
31.5212,11.8908,11.8936,15.57,1.7323,0,4.6213,0.1167,0.0064,0.0006,0
31.5352,11.8865,11.8894,15.458,1.7337,0.0008,4.5998,0.1157,0.0069,0.0003,0
31.5178,11.8864,11.8892,15.277,1.7348,0.0002,4.6162,0.1164,0.0063,0,0
31.4995,11.8836,11.8865,15.054,1.735,0.0005,4.6088,0.1154,0.006,0,0
31.4789,11.8758,11.8786,14.776,1.7349,0.0001,4.6146,0.1266,0.0063,0.0005,0
31.4747,11.8625,11.8653,14.475,1.7359,0.0004,4.5696,0.1272,0.0057,0,0
31.4763,11.8491,11.8519,14.171,1.734,0.0004,4.5419,0.1268,0.0062,0.0001,0
31.4767,11.8383,11.8411,13.878,1.7359,0.0005,4.575,0.1276,0.0073,0,0
31.4823,11.8299,11.8327,13.603,1.7342,0.0004,4.5695,0.1285,0.0067,0.0003,0
31.4668,11.8244,11.8272,13.371,1.734,0,4.5862,0.1276,0.0066,0.0001,0
31.4911,11.8216,11.8244,13.192,1.734,0.0001,4.6033,0.1279,0.0067,0,0
31.4887,11.8215,11.8244,13.057,1.733,0.0002,4.6048,0.1316,0.0063,0.0001,0
31.4844,11.8224,11.8253,12.976,1.7324,0.0001,4.5856,0.1318,0.0065,0,0
31.4671,11.8226,11.8255,12.946,1.7305,0.0002,4.5996,0.1319,0.0066,0.0003,0
31.4622,11.8201,11.8229,12.968,1.7297,0.0001,4.593,0.1227,0.0067,0,0
31.4582,11.8163,11.8191,13.009,1.7298,0.0005,4.5947,0.1221,0.0066,0,0
31.456,11.8123,11.8151,13.075,1.7295,0,4.5967,0.1229,0.0083,0,0
31.4588,11.8094,11.8123,13.161,1.7275,0.0002,4.6007,0.1226,0.0077,0.0008,0
31.458,11.8076,11.8105,13.235,1.7272,0.0005,4.603,0.1202,0.006,0,0
31.4571,11.8062,11.8091,13.288,1.7261,0,4.6094,0.1212,0.006,0,0
31.4562,11.8045,11.8073,13.309,1.7251,0,4.5967,0.1201,0.0053,0,0
31.4609,11.8022,11.805,13.289,1.725,0,4.6025,0.1225,0.0066,0.0005,0
31.4618,11.8017,11.8045,13.216,1.724,0.0004,4.6102,0.1225,0.0069,0.0002,0
31.4612,11.8017,11.8045,13.087,1.7226,0.0008,4.6023,0.1229,0.0072,0,0
31.4606,11.8014,11.8043,12.906,1.7215,0.0001,4.5985,0.1247,0.0066,0,0
31.4593,11.8014,11.8042,12.692,1.7215,0,4.5916,0.124,0.0067,0.0005,0
31.4569,11.8011,11.8039,12.441,1.7207,0.0006,4.5968,0.1248,0.0066,0.0005,0
31.4542,11.8005,11.8034,12.17,1.7205,0.0004,4.5959,0.1249,0.0057,0.0005,0
31.452,11.8,11.8028,11.894,1.7205,0.0008,4.5931,0.1318,0.0065,0.0001,0
31.4506,11.7998,11.8027,11.628,1.7204,0.0004,4.6062,0.1328,0.0063,0.0002,0
31.4492,11.8009,11.8037,11.394,1.7202,0.0004,4.5949,0.1328,0.0062,0,0
31.449,11.8025,11.8053,11.195,1.72,0.0001,4.5907,0.1512,0.006,0,0
31.4481,11.8036,11.8064,11.04,1.7202,0.0007,4.5913,0.1514,0.0056,0,0
31.4495,11.8052,11.808,10.923,1.7198,0.0008,4.6129,0.1514,0.006,0.0005,0
31.4483,11.8096,11.8125,10.855,1.7192,0.0003,4.6202,0.151,0.0057,0.0003,0
31.4443,11.8163,11.8191,10.822,1.7195,0.0001,4.6173,0.1512,0.0063,0,0
31.4371,11.8238,11.8266,10.824,1.7189,0.0001,4.5994,0.1517,0.007,0.0008,0
31.4264,11.8312,11.834,10.849,1.7196,0.0004,4.6216,0.1511,0.0066,0.0002,0
31.4131,11.8414,11.8442,10.892,1.7205,0.0003,4.615,0.1265,0.0058,0,0
31.4005,11.8529,11.8558,10.936,1.7207,0.0005,4.5971,0.1258,0.0058,0.0004,0
31.3898,11.8629,11.8657,10.976,1.7207,0.0001,4.6163,0.1266,0.0062,0.0001,0
31.3789,11.8705,11.8733,10.996,1.721,0,4.6182,0.1221,0.0065,0.0002,0
31.371,11.8748,11.8777,10.978,1.7211,0.0004,4.6262,0.1232,0.0056,0,0
31.3661,11.8793,11.8821,10.928,1.7224,0,4.6209,0.122,0.0063,0,0
31.3578,11.8829,11.8858,10.834,1.7232,0.0002,4.6003,0.1226,0.006,0,0
31.3487,11.8876,11.8905,10.692,1.7245,0.0005,4.5964,0.1283,0.006,0,0
31.3378,11.8945,11.8973,10.52,1.7251,0.0002,4.6146,0.1295,0.0062,0.0004,0
31.3303,11.9011,11.904,10.332,1.7266,0.0004,4.5966,0.1287,0.0056,0.0007,0
31.3205,11.9061,11.909,10.133,1.7275,0.0004,4.6156,0.1316,0.0061,0.0005,0
31.3057,11.9128,11.9157,9.952,1.7282,0.0004,4.6027,0.1321,0.0057,0.0008,0
31.2914,11.9225,11.9254,9.788,1.7289,0.0006,4.6047,0.1324,0.0069,0,0
31.2786,11.9331,11.9359,9.661,1.7305,0.0006,4.6122,0.1418,0.0061,0,0
31.2677,11.9421,11.945,9.545,1.7328,0.0003,4.614,0.1417,0.0069,0,0
31.2592,11.9522,11.9551,9.449,1.7335,0.0005,4.6188,0.1421,0.0057,0.0005,0
31.2519,11.9596,11.9624,9.366,1.734,0.0008,4.6235,0.1412,0.0059,0.0002,0
31.2316,11.9657,11.9686,9.294,1.7373,0.0005,4.6345,0.1408,0.0059,0,0
31.2113,11.9797,11.9826,9.222,1.7397,0.0004,4.6282,0.141,0.0056,0.0003,0
31.1776,11.9968,11.9997,9.156,1.7399,0,4.6245,0.1405,0.0071,0,0
31.155,12.0174,12.0203,9.093,1.7407,0,4.6398,0.1407,0.0063,0,0
31.1212,12.0342,12.0371,9.019,1.7428,0.0003,4.6291,0.1408,0.0062,0.0002,0
31.1056,12.0505,12.0534,8.955,1.7446,0.0002,4.6336,0.1421,0.0057,0,0
31.0796,12.0647,12.0676,8.883,1.7462,0.0003,4.6052,0.1406,0.0055,0.0002,0
31.066,12.0761,12.079,8.813,1.7488,0.0001,4.6233,0.1408,0.006,0.0006,0
31.0425,12.0851,12.088,8.75,1.7495,0,4.6387,0.1409,0.0057,0,0
31.0121,12.0942,12.0971,8.68,1.7514,0.0004,4.6347,0.1404,0.005,0,0
30.9868,12.1094,12.1123,8.603,1.7531,0.0006,4.6053,0.1434,0.005,0.0003,0
30.9324,12.1233,12.1262,8.531,1.755,0,4.6091,0.1424,0.0057,0.0003,0
30.8976,12.1437,12.1467,8.463,1.7574,0.0001,4.6246,0.1425,0.007,0,0
30.8662,12.1652,12.1681,8.404,1.7598,0.0002,4.6059,0.1466,0.0054,0,0
30.8595,12.1805,12.1834,8.345,1.7631,0,4.6317,0.1467,0.0064,0.0003,0
30.8569,12.1865,12.1894,8.299,1.7649,0,4.6432,0.1468,0.0054,0,0
30.8295,12.1867,12.1897,8.244,1.7677,0,4.6253,0.1469,0.0057,0.0002,0
30.8057,12.1923,12.1952,8.189,1.7697,0.0002,4.6336,0.144,0.0062,0.0002,0
30.7925,12.2015,12.2044,8.126,1.7716,0.0005,4.6116,0.1444,0.0055,0.0007,0
30.7459,12.2088,12.2117,8.065,1.7755,0.0002,4.5866,0.1433,0.0063,0,0
30.725,12.2184,12.2213,7.986,1.7772,0.0005,4.6008,0.1521,0.0064,0,0
30.7086,12.2284,12.2313,7.901,1.7785,0,4.6085,0.1521,0.0057,0,0
30.694,12.2369,12.2398,7.811,1.7807,0.0003,4.6091,0.1511,0.0057,0.0003,0
30.6748,12.2436,12.2465,7.715,1.7837,0.0001,4.6065,0.154,0.0059,0,0
30.6623,12.2507,12.2536,7.61,1.7844,0.0003,4.6068,0.1543,0.0055,0.0006,0
30.6448,12.2571,12.26,7.489,1.7864,0.0002,4.5847,0.1539,0.005,0.0003,0
30.6337,12.2639,12.2669,7.349,1.7888,0.0001,4.592,0.1538,0.0063,0.0002,0
30.6129,12.2706,12.2736,7.199,1.7904,0.0002,4.5934,0.1553,0.0054,0,0
30.572,12.2791,12.2821,7.037,1.7919,0.0004,4.575,0.1552,0.0059,0,0
30.5148,12.2973,12.3002,6.877,1.7941,0.0005,4.5466,0.1553,0.0054,0.0002,0
30.4522,12.3371,12.34,6.735,1.7945,0.0005,4.5205,0.1438,0.0069,0.0005,0
30.3929,12.4188,12.4218,6.609,1.7978,0.0002,4.482,0.1438,0.0067,0.0002,0
30.3381,12.5015,12.5045,6.506,1.8,0.0001,4.4569,0.1442,0.006,0.0002,0
30.304,12.5661,12.5691,6.431,1.8028,0.0006,4.4794,0.1437,0.0073,0.0005,0
30.2587,12.6685,12.6716,6.374,1.8065,0.0002,4.4341,0.1711,0.0082,0.0004,0
30.2591,12.8158,12.8189,6.33,1.8106,0,4.4743,0.1711,0.0075,0.0002,0
30.0575,13.0877,13.0908,6.306,1.8175,0,4.4749,0.1717,0.0079,0.0003,0
29.7071,13.4329,13.4361,6.286,1.8261,0,4.4447,0.1767,0.0081,0.0005,0
29.2423,13.8473,13.8507,6.26,1.837,0.0005,4.4264,0.1759,0.0086,0,0
28.8406,14.2551,14.2585,6.216,1.8525,0.0004,4.3698,0.1768,0.0074,0.0002,0
28.5767,14.5112,14.5147,6.151,1.8724,0.0005,4.3528,0.1826,0.0077,0,0
28.3202,14.6017,14.6052,6.059,1.8933,0.0002,4.3321,0.1821,0.0079,0.0005,0
28.2398,14.7561,14.7596,5.937,1.9192,0.0005,4.333,0.182,0.0072,0.0003,0
28.05,14.8811,14.8847,5.799,1.9509,0.0005,4.3208,0.1825,0.0092,0,0
27.9499,14.9765,14.9801,5.641,1.9848,0,4.304,0.2033,0.0099,0.0008,0
27.6164,15.0368,15.0404,5.471,2.0194,0.0005,4.2975,0.2033,0.0105,0.0001,0
27.2757,15.1697,15.1733,5.303,2.0546,0.0006,4.3008,0.2029,0.009,0,0
27.0728,15.3544,15.358,5.136,2.0913,0.0002,4.3103,0.1981,0.0098,0.0002,0
26.8728,15.499,15.5027,4.981,2.1289,0.0006,4.2994,0.1976,0.0092,0,0
26.7442,15.6011,15.6048,4.835,2.1637,0.0002,4.2962,0.1979,0.0092,0.0004,0
26.6527,15.6813,15.6851,4.689,2.1971,0,4.2965,0.1987,0.0089,0.0006,0
26.5884,15.7377,15.7414,4.554,2.2303,0.0009,4.3207,0.1983,0.0108,0,0
26.5259,15.7831,15.7869,4.419,2.2615,0.0005,4.3053,0.198,0.0109,0.0003,0
26.4557,15.8255,15.8293,4.288,2.2908,0.0003,4.3047,0.1984,0.0088,0.0001,0
26.3035,15.8599,15.8637,4.15,2.3186,0.0002,4.3343,0.2181,0.0092,0,0
26.1305,15.9076,15.9115,4.017,2.3442,0.0001,4.3139,0.2188,0.0095,0,0
26.0595,15.9494,15.9532,3.89,2.3677,0.0003,4.3365,0.2191,0.0087,0,0
25.9391,15.9756,15.9794,3.765,2.3893,0.0002,4.3242,0.2203,0.0089,0,0
25.881,15.9928,15.9966,3.652,2.4072,0.0006,4.3338,0.2206,0.009,0.0009,0
25.7757,16.0046,16.0084,3.547,2.4245,0.0001,4.3441,0.2197,0.0099,0.0007,0
25.7527,16.0115,16.0154,3.447,2.4388,0.0001,4.3346,0.22,0.0092,0.0002,0
25.635,16.0136,16.0174,3.351,2.4506,0.0004,4.3558,0.1974,0.0089,0.0005,0
25.4458,16.0115,16.0154,3.248,2.4593,0.0008,4.3491,0.1978,0.0082,0,0
25.2259,16.0049,16.0087,3.141,2.4673,0,4.3556,0.1984,0.0088,0,0
25.0942,15.9944,15.9982,3.036,2.4739,0.0005,4.3593,0.1995,0.0082,0.0002,0
24.94,15.9831,15.9869,2.938,2.478,0.0006,4.3649,0.1991,0.0082,0,0
24.873,15.9724,15.9762,2.827,2.483,0.0002,4.3668,0.1994,0.0091,0.0005,0
24.6001,15.9631,15.9669,2.719,2.4813,0.0001,4.3355,0.1871,0.0079,0.0007,0
24.3,15.9531,15.9569,2.608,2.4813,0.0001,4.4131,0.1871,0.0087,0.0008,0
23.8948,15.9447,15.9486,2.477,2.4794,0,4.4028,0.1869,0.0083,0.0003,0
23.732,15.939,15.9428,2.337,2.475,0.0005,4.4191,0.1874,0.0078,0,0
23.5933,15.9353,15.9392,2.176,2.468,0.0002,4.4073,0.1653,0.0076,0.0005,0
23.4927,15.933,15.9369,1.992,2.4621,0,4.4107,0.1653,0.0079,0.0003,0
23.2915,15.9315,15.9353,1.796,2.4533,0.0002,4.4238,0.1655,0.0085,0.0001,0
23.1351,15.9324,15.9362,1.591,2.4423,0,4.4348,0.1419,0.0082,0.0007,0
23.0031,15.9365,15.9403,1.394,2.431,0,4.3206,0.1416,0.0078,0.0008,0
22.9863,15.9425,15.9463,1.206,2.4175,0.0008,4.426,0.1418,0.0079,0.0002,0
22.9366,15.949,15.9528,1.04,2.4046,0,4.4369,0.1415,0.0077,0,0
22.8069,15.9558,15.9597,0.883,2.3915,0,4.4524,0.1218,0.0077,0,0
22.7465,15.9623,15.9661,0.761,2.3782,0.0005,4.4678,0.1215,0.008,0.0005,0
