a,b,c,d,e,f,g,h,i,j,k
21.9174,16.2197,16.2236,1.501,2.2544,0,2.562,0.1243,0.0085,0,0
21.9419,16.2185,16.2224,1.606,2.2546,0.0008,2.593,0.125,0.009,0.0001,0
21.955,16.2153,16.2192,1.709,2.2543,0.0004,2.6384,0.1241,0.0094,0.0008,0
21.9697,16.213,16.2169,1.807,2.2531,0.0001,2.6537,0.1247,0.0086,0,0
22.135,16.2108,16.2147,1.921,2.2535,0,2.6832,0.1235,0.0079,0.0007,0
22.3195,16.203,16.2069,2.054,2.2531,0,2.5544,0.1226,0.0085,0.0003,0
22.7535,16.191,16.1949,2.227,2.252,0.0002,2.5924,0.1244,0.0072,0.0001,0
22.5284,16.1738,16.1776,2.42,2.251,0.0006,2.5686,0.1258,0.0095,0.001,0
23.1041,16.1624,16.1662,2.623,2.2502,0,2.5504,0.125,0.0077,0.0004,0
23.9918,16.1456,16.1495,2.831,2.251,0.0001,2.4425,0.1247,0.0092,0.0008,0
24.7623,16.1107,16.1146,3.034,2.2512,0.0007,2.4335,0.1407,0.0089,0.0002,0
24.4332,16.0646,16.0684,3.211,2.2517,0.0004,2.3709,0.1412,0.0089,0,0
24.5161,16.0452,16.0491,3.367,2.2543,0.0006,2.4195,0.1412,0.0085,0,0
24.6934,16.0383,16.0421,3.492,2.2593,0,2.3985,0.1699,0.0094,0.0002,0
25.4023,16.0285,16.0324,3.599,2.267,0,2.3445,0.1704,0.0093,0.0008,0
25.4832,16.0032,16.0071,3.689,2.276,0,2.4326,0.1707,0.0093,0,0
25.4681,15.9705,15.9743,3.768,2.2871,0.001,2.3828,0.1704,0.0095,0.001,0
25.5541,15.9444,15.9483,3.857,2.2983,0.0002,2.3285,0.1646,0.0089,0.0007,0
25.4867,15.9306,15.9344,3.947,2.312,0.0005,2.2823,0.1653,0.0073,0.0002,0
25.3878,15.9201,15.9239,4.054,2.3249,0.0008,2.5103,0.1665,0.0096,0.0006,0
25.2945,15.9077,15.9115,4.178,2.3371,0,2.4057,0.1646,0.0085,0,0
25.2135,15.8933,15.8971,4.314,2.3503,0.0002,2.3987,0.1644,0.0087,0.0005,0
25.1615,15.8796,15.8834,4.447,2.3638,0.0003,2.3663,0.1655,0.0086,0.0002,0
25.1615,15.8698,15.8736,4.572,2.3748,0.0006,2.3651,0.165,0.0089,0.0011,0
25.165,15.8634,15.8672,4.688,2.3843,0.0005,2.3637,0.1723,0.0093,0,0
25.2132,15.8598,15.8636,4.801,2.3919,0,2.4607,0.1733,0.0086,0,0
25.1874,15.8585,15.8623,4.911,2.3977,0,2.3758,0.1722,0.009,0.0011,0
25.1249,15.8582,15.862,5.018,2.4013,0,2.3855,0.1568,0.0085,0,0
25.1615,15.8571,15.8609,5.135,2.4051,0.0003,2.3713,0.1577,0.0081,0,0
25.2233,15.8581,15.8619,5.266,2.4058,0,2.4773,0.1575,0.0096,0.0006,0
25.2031,15.8622,15.866,5.404,2.4083,0.0014,2.2998,0.1592,0.0099,0.0008,0
25.2824,15.8624,15.8662,5.569,2.4086,0.0002,2.3697,0.1592,0.0101,0.0002,0
26.3284,15.8702,15.874,5.744,2.4087,0.0004,2.1517,0.1584,0.0098,0.0005,0
26.9706,15.9624,15.9663,5.908,2.4094,0,1.8868,0.1585,0.0108,0,0
26.955,16.1233,16.1272,6.054,2.4131,0.0004,2.0125,0.1944,0.01,0.0009,0
26.9187,16.2406,16.2444,6.176,2.4182,0.0002,1.9207,0.1949,0.0098,0,0
26.9594,16.308,16.3119,6.268,2.4243,0,1.8686,0.1944,0.0105,0,0
27.0852,16.3508,16.3548,6.323,2.4333,0.0001,1.8683,0.201,0.0114,0.0002,0
27.0489,16.3943,16.3982,6.348,2.4481,0,1.7208,0.2,0.0113,0.0005,0
26.9392,16.4223,16.4262,6.356,2.4675,0,1.9319,0.2009,0.0103,0,0
26.847,16.4228,16.4268,6.345,2.4902,0.0006,1.9637,0.1982,0.0104,0.001,0
26.753,16.4081,16.412,6.342,2.5144,0.0003,1.7646,0.1981,0.0121,0.0001,0
26.8656,16.3856,16.3895,6.347,2.5371,0.0001,1.7015,0.1979,0.0134,0,0
27.1069,16.3849,16.3888,6.389,2.5599,0,2.0053,0.1982,0.0122,0,0
27.2911,16.4186,16.4226,6.458,2.5824,0,1.7598,0.1974,0.0114,0.0008,0
27.8643,16.4693,16.4733,6.572,2.6012,0.0008,1.834,0.1971,0.0095,0.0002,0
28.0681,16.4556,16.4596,6.712,2.6181,0.0006,1.519,0.1974,0.0098,0.0002,0
28.2948,16.2782,16.2821,6.874,2.6316,0.0008,1.8729,0.1927,0.0089,0,0
28.4609,15.881,15.8848,7.044,2.639,0.0005,2.3339,0.1918,0.0079,0.0005,0
28.6831,15.4122,15.4159,7.208,2.6374,0.0004,2.3966,0.1917,0.0067,0,0
28.9138,14.9786,14.9822,7.372,2.6345,0,2.4825,0.1918,0.0069,0,0
29.0652,14.6297,14.6332,7.516,2.6252,0.0015,2.6647,0.1711,0.0098,0.0008,0
29.2084,14.3749,14.3784,7.643,2.6121,0.0002,2.6648,0.1717,0.0082,0,0
29.3124,14.2141,14.2175,7.758,2.5924,0.0005,2.5225,0.1719,0.007,0.0008,0
29.3105,14.1204,14.1238,7.85,2.5702,0.0009,2.6645,0.1522,0.0067,0.0002,0
29.2972,14.042,14.0454,7.944,2.5452,0.0005,2.6038,0.1524,0.0072,0.0007,0
29.2615,13.9569,13.9603,8.016,2.5167,0,2.5541,0.1523,0.0077,0.0005,0
29.2511,13.8604,13.8638,8.093,2.4879,0.0002,2.5799,0.1476,0.0062,0.0008,0
29.2932,13.7387,13.742,8.169,2.4584,0,2.8618,0.1465,0.0072,0,0
29.3556,13.606,13.6093,8.23,2.4302,0,2.8698,0.1463,0.0072,0.0005,0
29.4626,13.4609,13.4641,8.291,2.4025,0.0004,2.899,0.146,0.0069,0,0
29.558,13.3328,13.336,8.339,2.3735,0,2.8515,0.136,0.0069,0.0008,0
29.65,13.2155,13.2186,8.382,2.3465,0.0011,2.9657,0.1366,0.006,0,0
29.7295,13.1176,13.1207,8.411,2.3204,0,2.8806,0.1357,0.0063,0.001,0
29.7979,13.0436,13.0467,8.43,2.2947,0,2.7788,0.1406,0.0073,0,0
29.8363,13.0057,13.0088,8.443,2.2682,0,2.8328,0.1408,0.0079,0.0008,0
29.8361,12.9992,13.0023,8.456,2.2432,0,2.7607,0.141,0.0066,0.0001,0
29.8656,12.9804,12.9835,8.496,2.2201,0,2.9339,0.138,0.0063,0.0001,0
29.8566,12.9794,12.9825,8.546,2.1968,0,2.9294,0.1385,0.0067,0.0004,0
29.9187,12.9381,12.9412,8.634,2.1736,0.0006,2.9133,0.1383,0.0057,0,0
30.0569,12.8458,12.8489,8.765,2.1527,0.0011,3.032,0.1386,0.0062,0.0009,0
30.2038,12.7183,12.7213,8.933,2.1321,0,3.2284,0.1389,0.0069,0.0003,0
30.3338,12.5982,12.6012,9.132,2.1108,0.0004,3.1729,0.1381,0.0076,0.0008,0
30.4848,12.4996,12.5026,9.346,2.0929,0.0009,4.2244,0.1393,0.0069,0,0
30.5915,12.4154,12.4183,9.58,2.0759,0.0006,4.5759,0.1402,0.0069,0.0009,0
30.6738,12.3576,12.3606,9.811,2.0595,0.0008,4.5941,0.1419,0.0071,0,0
30.7414,12.3222,12.3252,10.035,2.0422,0.0006,4.5698,0.1406,0.0062,0,0
30.8267,12.2962,12.2992,10.227,2.0265,0,4.6037,0.1411,0.0069,0,0
30.8748,12.2666,12.2696,10.384,2.0124,0.0005,4.5938,0.1337,0.0062,0.0006,0
30.9098,12.2403,12.2432,10.483,1.9977,0.0003,4.5901,0.1332,0.0056,0.0007,0
30.9059,12.2213,12.2243,10.491,1.9839,0,4.5728,0.1337,0.006,0.0002,0
30.8649,12.2239,12.2268,10.424,1.9709,0,4.5857,0.1297,0.0062,0.0002,0
30.8062,12.2485,12.2514,10.293,1.9592,0,4.6047,0.1289,0.0053,0.0005,0
30.7792,12.2775,12.2804,10.14,1.9477,0,4.6116,0.129,0.0051,0.0003,0
30.7577,12.2972,12.3002,9.969,1.9384,0.0006,4.5917,0.1398,0.0059,0,0
30.7339,12.3111,12.314,9.825,1.9302,0.0006,4.6098,0.1391,0.0068,0.0001,0
30.7184,12.3241,12.327,9.713,1.922,0,4.6072,0.1396,0.0063,0.0009,0
30.7339,12.3326,12.3356,9.662,1.9149,0.0001,4.6013,0.1389,0.0063,0.0001,0
30.7502,12.3212,12.3242,9.697,1.9086,0.0005,4.604,0.146,0.0062,0,0
30.737,12.3011,12.304,9.785,1.9017,0,4.5914,0.146,0.0063,0,0
30.7475,12.2908,12.2938,9.938,1.8968,0.0005,4.5914,0.1464,0.0058,0.0007,0
30.8106,12.2788,12.2817,10.139,1.8913,0,4.6081,0.1295,0.0063,0.0004,0
31.033,12.2522,12.2552,10.36,1.8869,0,4.6102,0.1298,0.0069,0,0
31.1403,12.167,12.1699,10.578,1.8825,0.0006,4.6045,0.1295,0.0077,0.0008,0
31.2261,12.0784,12.0813,10.799,1.8773,0,4.5657,0.1366,0.0072,0,0
31.2846,12.022,12.0249,11.013,1.8727,0,4.6025,0.1378,0.0069,0.001,0
31.3423,11.9851,11.988,11.215,1.8684,0.0004,4.5947,0.1375,0.0061,0.0002,0
31.3883,11.9522,11.955,11.409,1.8631,0.0008,4.5773,0.138,0.0076,0.0014,0
31.4454,11.9232,11.9261,11.569,1.8598,0,4.5914,0.1199,0.0092,0.0008,0
31.4576,11.8986,11.9015,11.63,1.8544,0,4.5993,0.1196,0.0073,0.0005,0
31.4307,11.8906,11.8935,11.605,1.8492,0.0004,4.602,0.1199,0.0089,0.0013,0
31.4049,11.9084,11.9113,11.518,1.8444,0,4.5986,0.1328,0.0083,0.0005,0
31.3976,11.9285,11.9313,11.415,1.8398,0.0004,4.5859,0.1329,0.0071,0,0
31.373,11.9371,11.9399,11.299,1.8352,0,4.5871,0.1334,0.0072,0.001,0
31.3511,11.9457,11.9486,11.183,1.8318,0,4.6053,0.1326,0.0067,0.0007,0
31.3354,11.9562,11.9591,11.086,1.8272,0,4.6017,0.1318,0.0075,0,0
31.3367,11.9634,11.9663,11.02,1.8231,0.0002,4.568,0.1331,0.0087,0.0002,0
31.3446,11.963,11.9659,11.005,1.8195,0,4.5589,0.1324,0.0092,0.0008,0
31.365,11.9536,11.9565,11.038,1.8191,0,4.5605,0.1344,0.0076,0.0012,0
31.3713,11.9357,11.9385,11.116,1.8129,0.0002,4.577,0.1338,0.0067,0.0002,0
31.3615,11.9254,11.9283,11.227,1.8103,0.0006,4.5988,0.135,0.0065,0,0
31.389,11.9255,11.9284,11.369,1.8075,0,4.6085,0.1215,0.0063,0,0
31.4188,11.9149,11.9178,11.53,1.8054,0,4.6027,0.1216,0.0069,0.0005,0
31.4413,11.8949,11.8978,11.705,1.8022,0,4.583,0.1216,0.0076,0,0
31.4708,11.8776,11.8805,11.886,1.8006,0.0001,4.5923,0.1216,0.0069,0,0
31.4927,11.8606,11.8634,12.07,1.7981,0.0007,4.5832,0.1198,0.0066,0.0008,0
31.5238,11.8489,11.8517,12.251,1.7961,0.0006,4.5768,0.1191,0.0083,0.0003,0
31.5869,11.8436,11.8464,12.417,1.7947,0,4.6085,0.1199,0.0066,0.0011,0
31.6313,11.8457,11.8485,12.575,1.7925,0.0012,4.6043,0.1171,0.0067,0,0
31.6197,11.8531,11.856,12.691,1.7906,0.0005,4.5937,0.1168,0.0072,0.0014,0
31.6027,11.857,11.8599,12.774,1.7888,0.0008,4.6026,0.1182,0.0068,0,0
31.587,11.8574,11.8602,12.824,1.7868,0.0001,4.6051,0.1108,0.0069,0.0005,0
31.5629,11.8583,11.8611,12.815,1.7847,0.0001,4.6046,0.1106,0.0067,0,0
31.5574,11.8599,11.8627,12.774,1.7827,0.0006,4.606,0.1109,0.0072,0.0004,0
31.5655,11.8622,11.865,12.712,1.7803,0,4.6062,0.1096,0.0063,0,0
31.5794,11.8636,11.8664,12.638,1.78,0,4.5892,0.1307,0.0066,0,0
31.5776,11.8646,11.8675,12.568,1.7788,0.0004,4.6176,0.1305,0.0069,0.0008,0
31.5811,11.8661,11.869,12.537,1.7779,0,4.5943,0.1299,0.0069,0.0008,0
31.5916,11.8665,11.8693,12.531,1.7773,0,4.6114,0.125,0.0063,0.0006,0
31.595,11.8662,11.869,12.578,1.7753,0.0001,4.6406,0.1234,0.0063,0.0008,0
31.6036,11.8646,11.8675,12.665,1.7743,0,4.6038,0.1244,0.0082,0.0003,0
31.615,11.8623,11.8652,12.774,1.7734,0,4.5917,0.1242,0.0085,0.001,0
31.617,11.8607,11.8635,12.912,1.7723,0,4.6338,0.1125,0.0081,0,0
31.6231,11.8596,11.8625,13.043,1.7715,0,4.6314,0.1124,0.007,0,0
31.6246,11.859,11.8618,13.179,1.7705,0,4.625,0.1136,0.0071,0.0008,0
31.6677,11.8588,11.8616,13.317,1.7699,0,4.5811,0.1133,0.0069,0.0005,0
31.6794,11.8707,11.8736,13.428,1.7698,0.0001,4.6191,0.1129,0.0066,0.0003,0
31.6528,11.8898,11.8927,13.522,1.7697,0.0009,4.6042,0.1119,0.0072,0.0005,0
31.6329,11.8981,11.901,13.588,1.7701,0.0002,4.5969,0.1198,0.0065,0.0013,0
31.618,11.898,11.9008,13.621,1.7698,0,4.5934,0.1189,0.0072,0.0006,0
31.6234,11.8927,11.8955,13.637,1.7697,0.0005,4.6089,0.1192,0.0077,0,0
31.6241,11.8883,11.8911,13.641,1.7713,0.0007,4.6165,0.1191,0.007,0,0
31.6261,11.885,11.8878,13.657,1.7713,0,4.6162,0.1273,0.0069,0.0005,0
31.6211,11.8825,11.8853,13.673,1.7711,0,4.6211,0.1278,0.0063,0,0
31.6209,11.8779,11.8807,13.721,1.7714,0.0006,4.617,0.127,0.006,0.0002,0
31.6231,11.8729,11.8758,13.791,1.771,0.0002,4.5826,0.1231,0.0069,0,0
31.6276,11.869,11.8719,13.887,1.7723,0,4.5977,0.1224,0.0069,0.0003,0
31.6487,11.8669,11.8697,13.994,1.7713,0.0007,4.6025,0.1221,0.0074,0.0003,0
31.6588,11.8706,11.8735,14.114,1.772,0.0004,4.5984,0.1232,0.0081,0.0004,0
31.6822,11.8794,11.8823,14.244,1.771,0,4.6079,0.1086,0.008,0,0
31.6908,11.8935,11.8964,14.377,1.7705,0.0002,4.593,0.1099,0.0063,0,0
31.7471,11.9116,11.9144,14.504,1.7716,0.0003,4.6163,0.1095,0.007,0.0007,0
31.7486,11.9404,11.9433,14.619,1.7711,0.0006,4.6111,0.108,0.0068,0.0005,0
31.7205,11.9684,11.9713,14.72,1.7711,0,4.5949,0.1078,0.0067,0.0002,0
31.7062,11.9846,11.9875,14.819,1.7723,0,4.608,0.1073,0.0075,0.0008,0
31.7027,11.9917,11.9946,14.915,1.7726,0,4.6301,0.1168,0.0063,0.001,0
31.7109,11.9952,11.9981,14.996,1.7736,0,4.6209,0.117,0.0056,0.0005,0
31.7081,11.9995,12.0024,15.081,1.7745,0,4.6442,0.1172,0.0064,0.0002,0
31.7095,12.0031,12.006,15.157,1.7755,0.0004,4.6144,0.1173,0.006,0.0001,0
31.7084,12.0055,12.0083,15.24,1.7765,0,4.5934,0.103,0.0062,0,0
31.7082,12.0072,12.0101,15.323,1.7777,0.0009,4.6155,0.1037,0.0055,0.0008,0
31.7045,12.0083,12.0111,15.408,1.7797,0.0007,4.6199,0.1031,0.0066,0.0006,0
31.7038,12.0085,12.0114,15.492,1.7816,0.0001,4.6192,0.1095,0.0057,0.0001,0
31.7056,12.0082,12.0111,15.582,1.7828,0.0006,4.6197,0.1092,0.0057,0.0005,0
31.7062,12.0074,12.0103,15.654,1.7836,0.0014,4.6205,0.1097,0.0069,0,0
31.6937,12.0062,12.009,15.737,1.7852,0,4.6136,0.1212,0.0055,0.0003,0
31.6957,12.0006,12.0034,15.82,1.7859,0,4.6287,0.1201,0.0073,0,0
31.7017,11.995,11.9978,15.895,1.7864,0,4.6386,0.1196,0.0062,0.001,0
31.7022,11.9924,11.9953,15.959,1.7886,0,4.6465,0.1194,0.0072,0.0003,0
31.6978,11.9918,11.9947,16.025,1.7897,0,4.6298,0.1231,0.0063,0.0004,0
31.6911,11.9889,11.9917,16.099,1.7891,0.0008,4.6396,0.1245,0.0067,0.0005,0
31.6854,11.9836,11.9865,16.169,1.7891,0,4.627,0.1241,0.0057,0,0
31.6948,11.9763,11.9791,16.25,1.7888,0,4.6304,0.124,0.0062,0.0005,0
31.7005,11.9726,11.9754,16.338,1.789,0.0009,4.6251,0.1258,0.0066,0,0
31.7002,11.971,11.9739,16.437,1.79,0,4.6473,0.1257,0.005,0.0005,0
31.7143,11.9684,11.9712,16.551,1.7887,0.0001,4.614,0.1255,0.0058,0,0
31.7088,11.97,11.9729,16.68,1.7897,0,4.6207,0.1119,0.0069,0.0001,0
31.7124,11.9706,11.9735,16.833,1.789,0.0004,4.6226,0.1116,0.006,0,0
31.7011,11.9685,11.9714,17.001,1.7894,0.0004,4.6142,0.1117,0.0063,0.0006,0
31.7603,11.9542,11.9571,17.157,1.788,0.0001,4.6503,0.1051,0.0059,0.0003,0
31.8502,11.9343,11.9372,17.314,1.7881,0.0006,4.622,0.1065,0.006,0,0
31.8989,11.9303,11.9331,17.459,1.7877,0,4.6062,0.1046,0.0064,0.0004,0
31.9326,11.9447,11.9476,17.59,1.7868,0,4.6172,0.1026,0.0063,0,0
31.9418,11.9698,11.9726,17.697,1.7869,0.0001,4.6282,0.1029,0.0065,0,0
31.9732,11.9952,11.9981,17.769,1.787,0,4.631,0.1014,0.0077,0.0007,0
31.984,12.0201,12.023,17.828,1.7882,0,4.6405,0.1018,0.0066,0.0007,0
31.985,12.0295,12.0324,17.856,1.7877,0,4.6138,0.1136,0.0061,0.0001,0
31.9813,12.0157,12.0186,17.859,1.7882,0,4.6252,0.1136,0.006,0.0002,0
32.0161,11.9816,11.9845,17.863,1.7881,0.0009,4.6544,0.1132,0.0054,0,0
32.033,11.9505,11.9533,17.87,1.789,0.0003,4.6548,0.1181,0.0056,0.0002,0
32.0489,11.9258,11.9287,17.889,1.7892,0.0002,4.6454,0.118,0.0052,0,0
32.0305,11.8996,11.9025,17.936,1.7916,0,4.6522,0.118,0.0059,0.0008,0
32.0337,11.8527,11.8555,18.006,1.7919,0,4.6412,0.1147,0.0056,0,0
32.0541,11.7894,11.7922,18.122,1.7923,0,4.626,0.1144,0.0056,0.001,0
32.0225,11.7164,11.7192,18.265,1.7926,0,4.6355,0.1157,0.0055,0.0002,0
32.1388,11.6014,11.6041,18.438,1.7926,0,4.6613,0.1157,0.0047,0.0005,0
32.3322,11.4705,11.4732,18.613,1.7889,0,4.6741,0.0994,0.005,0.0008,0
32.4292,11.3973,11.4,18.79,1.7864,0,4.6725,0.0996,0.0053,0,0
32.5352,11.3717,11.3744,18.963,1.7835,0.0005,4.6582,0.099,0.0054,0,0
32.6483,11.3836,11.3863,19.118,1.7788,0,4.6916,0.0779,0.0063,0.0003,0
32.7329,11.4329,11.4356,19.257,1.7742,0.0006,4.6995,0.078,0.005,0,0
32.6975,11.5017,11.5045,19.342,1.7695,0.0007,4.6927,0.078,0.005,0,0
32.567,11.5523,11.5551,19.386,1.7626,0.0005,4.6752,0.0776,0.005,0.0009,0
32.4959,11.5607,11.5635,19.377,1.7552,0.0009,4.6783,0.0677,0.0067,0,0
32.551,11.5462,11.549,19.331,1.7496,0.0004,4.679,0.0661,0.006,0,0
32.465,11.5455,11.5483,19.242,1.7429,0.0002,4.6894,0.0671,0.0052,0.0008,0
32.4591,11.5414,11.5442,19.13,1.7375,0,4.6975,0.0721,0.0053,0,0
32.4617,11.5303,11.533,19.025,1.732,0.0008,4.7091,0.0723,0.0058,0,0
32.5103,11.5222,11.525,18.931,1.7272,0,4.7054,0.0729,0.0072,0,0
32.5404,11.5243,11.527,18.888,1.7228,0.0005,4.6844,0.0787,0.0061,0,0
32.5231,11.5292,11.532,18.892,1.7195,0.0008,4.7137,0.078,0.0056,0,0
32.4917,11.5236,11.5263,18.967,1.7168,0,4.7262,0.0791,0.0054,0,0
32.4907,11.5071,11.5099,19.105,1.714,0.0003,4.716,0.0784,0.0059,0.0007,0
32.6104,11.4902,11.493,19.28,1.7109,0,4.7363,0.0809,0.0054,0.0008,0
32.6883,11.5051,11.5079,19.477,1.7086,0,4.7001,0.0812,0.0069,0.0007,0
32.5744,11.5128,11.5156,19.682,1.7081,0,4.7305,0.0809,0.0048,0.0008,0
32.4787,11.4285,11.4313,19.894,1.7066,0,4.7576,0.0569,0.0056,0.0001,0
32.3497,11.262,11.2647,20.103,1.7031,0,4.7852,0.0558,0.0044,0.0014,0
32.2164,10.9901,10.9928,20.308,1.6998,0.0007,4.7572,0.0563,0.0047,0.0005,0
32.2403,10.6278,10.6304,20.516,1.6918,0,4.7683,0.1151,0.0042,0.0009,0
32.3211,10.2494,10.2518,20.707,1.6851,0,4.7446,0.1151,0.0051,0,0
32.4153,9.8871,9.8895,20.847,1.6758,0.0008,4.7157,0.1155,0.0044,0.0006,0
32.7694,9.5468,9.5491,20.943,1.6648,0.0008,4.7463,0.1151,0.0053,0.0002,0
33.2377,9.3654,9.3677,20.987,1.6517,0,4.7253,0.1452,0.005,0,0
33.3517,9.4283,9.4305,21.005,1.639,0.0006,4.7062,0.145,0.0054,0.0008,0
33.1432,9.5907,9.593,21,1.6262,0.0005,4.7137,0.145,0.0063,0,0
33.0438,9.6763,9.6786,20.983,1.6121,0,4.6743,0.1456,0.0049,0.0009,0
32.9737,9.6988,9.7011,20.952,1.5979,0,4.679,0.1456,0.0056,0,0
32.8293,9.6864,9.6887,20.926,1.5811,0.0006,4.6963,0.1458,0.0045,0.001,0
32.8334,9.5996,9.6019,20.899,1.5648,0.0004,4.6689,0.1445,0.005,0.0003,0
32.8742,9.4879,9.4901,20.886,1.549,0,4.6593,0.1538,0.0054,0,0
32.9285,9.387,9.3893,20.887,1.5338,0.0004,4.6494,0.154,0.0056,0,0
32.9595,9.3051,9.3074,20.909,1.5204,0.001,4.6766,0.1549,0.0056,0.0008,0
33.0041,9.2365,9.2387,20.953,1.5068,0.0002,4.6897,0.1503,0.0056,0,0
33.0203,9.185,9.1872,21.033,1.4954,0.0006,4.6707,0.1494,0.0053,0.0002,0
32.9627,9.1416,9.1438,21.145,1.4831,0,4.6619,0.1504,0.0049,0.0003,0
32.9602,9.0662,9.0683,21.295,1.471,0.0002,4.7001,0.1486,0.0057,0,0
33.014,8.9677,8.9698,21.469,1.4604,0.001,4.7018,0.1489,0.005,0.0011,0
33.0539,8.8823,8.8844,21.67,1.4481,0.0002,4.7305,0.1486,0.0043,0,0
33.0908,8.8093,8.8114,21.875,1.4376,0,4.742,0.1495,0.0047,0.001,0
33.1323,8.747,8.7491,22.094,1.4275,0.0002,4.7121,0.1155,0.0048,0.0008,0
33.1369,8.7026,8.7047,22.304,1.4166,0.0001,4.7581,0.1154,0.0039,0,0
33.1099,8.6511,8.6532,22.512,1.4067,0.0013,4.7841,0.1149,0.004,0.0005,0
33.1176,8.5697,8.5718,22.717,1.3943,0,4.8083,0.0531,0.0032,0,0
33.1878,8.476,8.4781,22.896,1.3847,0.0002,4.8216,0.0525,0.0042,0.0005,0
33.2529,8.4026,8.4047,23.025,1.3725,0,4.8132,0.0542,0.0037,0.0009,0
33.3443,8.361,8.363,23.082,1.362,0.0011,4.8447,0.0395,0.004,0.0003,0
33.4018,8.369,8.371,23.064,1.3514,0.0008,4.8321,0.0394,0.0039,0.0009,0
33.3632,8.423,8.425,22.992,1.3407,0,4.8279,0.0399,0.0034,0.0005,0
33.2878,8.4688,8.4709,22.878,1.3303,0,4.8385,0.0397,0.0029,0.0008,0
33.2717,8.4778,8.4798,22.757,1.3193,0.0008,4.8556,0.0484,0.0036,0,0
33.2656,8.4698,8.4718,22.648,1.3098,0,4.8602,0.0481,0.0037,0,0
33.2467,8.4559,8.458,22.584,1.2998,0,4.8545,0.0482,0.0032,0.0007,0
33.2454,8.4298,8.4319,22.584,1.291,0.0003,4.8526,0.0458,0.0029,0,0
33.2632,8.3958,8.3978,22.66,1.2818,0.0004,4.8425,0.0447,0.0045,0,0
33.2789,8.366,8.368,22.802,1.2743,0.0001,4.8482,0.0446,0.0028,0.0005,0
33.2895,8.3437,8.3457,22.999,1.2667,0.0002,4.8636,0.0452,0.0025,0,0
33.3035,8.3243,8.3263,23.215,1.2593,0.0009,4.8672,0.0392,0.0053,0,0
33.3153,8.3108,8.3128,23.436,1.2544,0.0004,4.8593,0.0401,0.0041,0,0
33.3241,8.3028,8.3048,23.65,1.2478,0.0008,4.8714,0.0401,0.0036,0.0008,0
33.3315,8.2977,8.2997,23.849,1.2422,0,4.8763,0.0388,0.0024,0.0002,0
33.3376,8.2938,8.2958,24.059,1.2355,0.0008,4.8627,0.0385,0.0029,0.001,0
33.3432,8.2909,8.2929,24.273,1.2322,0.0001,4.872,0.0385,0.0032,0,0
33.3396,8.2871,8.2891,24.453,1.2283,0.0008,4.8737,0.0359,0.0036,0.0001,0
33.3461,8.2758,8.2777,24.56,1.2221,0,4.8659,0.0353,0.0025,0,0
33.3715,8.2662,8.2682,24.575,1.2185,0.0004,4.8613,0.0352,0.0038,0.0008,0
33.3615,8.2743,8.2763,24.527,1.2156,0,4.8606,0.0369,0.0033,0,0
33.3517,8.2807,8.2827,24.445,1.2107,0.0005,4.8579,0.0383,0.0034,0,0
33.3544,8.2814,8.2833,24.348,1.2078,0.0001,4.8735,0.0369,0.0036,0,0
33.3552,8.2839,8.2859,24.259,1.2053,0.0008,4.8663,0.0375,0.0043,0.0001,0
33.3508,8.2876,8.2896,24.197,1.2026,0,4.8743,0.038,0.0023,0.0003,0
33.3419,8.2895,8.2914,24.18,1.2006,0.0002,4.8562,0.0391,0.0035,0,0
33.3293,8.2848,8.2868,24.228,1.1989,0,4.8722,0.0381,0.0033,0.0004,0
33.3345,8.2703,8.2723,24.339,1.1971,0,4.8753,0.0355,0.0031,0.0006,0
33.3381,8.2537,8.2556,24.507,1.1969,0.0005,4.8862,0.0346,0.0033,0.0007,0
33.3442,8.2362,8.2382,24.706,1.1947,0.0018,4.8949,0.0342,0.0028,0.0008,0
33.3512,8.2186,8.2206,24.922,1.1933,0,4.8865,0.0345,0.0039,0.0003,0
33.3543,8.201,8.203,25.136,1.1916,0,4.8927,0.0289,0.0027,0,0
33.3731,8.1783,8.1802,25.346,1.192,0,4.8815,0.0292,0.0039,0.0002,0
33.4327,8.149,8.1509,25.545,1.1929,0,4.8711,0.0312,0.0043,0.0001,0
33.4669,8.131,8.133,25.755,1.1914,0.0011,4.8614,0.0349,0.0039,0,0
33.505,8.1233,8.1253,25.965,1.1917,0,4.8499,0.0356,0.0029,0,0
33.5045,8.1261,8.1281,26.165,1.1946,0,4.8553,0.0346,0.0029,0.001,0
33.4857,8.1269,8.1288,26.296,1.1981,0.0001,4.8624,0.034,0.0033,0.0004,0
33.4896,8.1192,8.1211,26.323,1.1999,0,4.8588,0.033,0.0029,0,0
33.4855,8.1213,8.1232,26.268,1.2024,0,4.8589,0.0323,0.003,0,0
33.4852,8.1278,8.1297,26.176,1.2035,0.0008,4.848,0.032,0.0039,0.0002,0
33.4803,8.1318,8.1338,26.063,1.204,0,4.838,0.0377,0.0044,0.0005,0
33.471,8.1364,8.1383,25.953,1.2022,0,4.8477,0.0386,0.0027,0.0002,0
33.4686,8.1419,8.1438,25.879,1.2007,0.0001,4.8392,0.0382,0.0029,0.0005,0
33.4628,8.1448,8.1467,25.837,1.1978,0,4.8038,0.0373,0.0034,0.0005,0
33.467,8.1398,8.1418,25.866,1.1953,0.0003,4.8215,0.0375,0.0034,0.0008,0
